number_series,answer,obfuscation
"4, 18, 85, 336, 1005, ?",2008,"a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, c9f0f895fb98ab9159f51fd0297e236d e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5, ?"
"9, 265, 393, 457, 489, ?",505,"45c48cce2e2d7fbdea1afc51c7c6ad26, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26 eccbc87e4b5ce2fe28308fd9f2a7baf3, a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5 8f14e45fceea167a5a36dedd4bea2543, a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"7, 17, 35, 63, 103, ?",157,"8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543, eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5, 1679091c5a880faf6fb5e6087eb1b2dc eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da eccbc87e4b5ce2fe28308fd9f2a7baf3, ?"
"40, 82, 249, 1250, ?",8757,"a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da, c9f0f895fb98ab9159f51fd0297e236d c81e728d9d4c2f636f067f89cc14862c, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da, ?"
"24, 70, 144, 252, 400, ?",594,"c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c, a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, ?"
"33, 47, 53, 61, 71, ?",83,"eccbc87e4b5ce2fe28308fd9f2a7baf3 eccbc87e4b5ce2fe28308fd9f2a7baf3, a87ff679a2f3e71d9181a67b7542122c 8f14e45fceea167a5a36dedd4bea2543, e4da3b7fbbce2345d7772b0674a318d5 eccbc87e4b5ce2fe28308fd9f2a7baf3, 1679091c5a880faf6fb5e6087eb1b2dc c4ca4238a0b923820dcc509a6f75849b, 8f14e45fceea167a5a36dedd4bea2543 c4ca4238a0b923820dcc509a6f75849b, ?"
"660, 656, 620, 520, 324, ?",0,"1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da, 1679091c5a880faf6fb5e6087eb1b2dc e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc, 1679091c5a880faf6fb5e6087eb1b2dc c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, ?"
"133, 207, 353, 501, 741, ?",987,"c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 eccbc87e4b5ce2fe28308fd9f2a7baf3, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da 8f14e45fceea167a5a36dedd4bea2543, eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5 eccbc87e4b5ce2fe28308fd9f2a7baf3, e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da c4ca4238a0b923820dcc509a6f75849b, 8f14e45fceea167a5a36dedd4bea2543 a87ff679a2f3e71d9181a67b7542122c c4ca4238a0b923820dcc509a6f75849b, ?"
"8.5, 24, ?, 79, 118.5, 166",47.5,"8.5, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, ?, 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, 118.5, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc"
"2048, 516, 1032, 262, ?, 135, 270",524,"2048, e4da3b7fbbce2345d7772b0674a318d5 c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc c81e728d9d4c2f636f067f89cc14862c, ?, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da"
"7, 9, 12, 48, ?, 890",172,"8f14e45fceea167a5a36dedd4bea2543, 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d, ?, c9f0f895fb98ab9159f51fd0297e236d 45c48cce2e2d7fbdea1afc51c7c6ad26 cfcd208495d565ef66e7dff9f98764da"
"47, 58, 71, 79, 95, ?",109,"a87ff679a2f3e71d9181a67b7542122c 8f14e45fceea167a5a36dedd4bea2543, e4da3b7fbbce2345d7772b0674a318d5 c9f0f895fb98ab9159f51fd0297e236d, 8f14e45fceea167a5a36dedd4bea2543 c4ca4238a0b923820dcc509a6f75849b, 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, 45c48cce2e2d7fbdea1afc51c7c6ad26 e4da3b7fbbce2345d7772b0674a318d5, ?"
"8, 39, 79, 394, 789, ?",3944,"c9f0f895fb98ab9159f51fd0297e236d, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26 a87ff679a2f3e71d9181a67b7542122c, 8f14e45fceea167a5a36dedd4bea2543 c9f0f895fb98ab9159f51fd0297e236d 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"15, 17, 26, 47, 86, ?",149,"c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc, a87ff679a2f3e71d9181a67b7542122c 8f14e45fceea167a5a36dedd4bea2543, c9f0f895fb98ab9159f51fd0297e236d 1679091c5a880faf6fb5e6087eb1b2dc, ?"
"3, 9, 24, 57, ?, 267, 552",126,"3, 45c48cce2e2d7fbdea1afc51c7c6ad26, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, e4da3b7fbbce2345d7772b0674a318d5 8f14e45fceea167a5a36dedd4bea2543, ?, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc 8f14e45fceea167a5a36dedd4bea2543, e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c"
"2, 8, 28, 102, 432, ?",2190,"c81e728d9d4c2f636f067f89cc14862c, c9f0f895fb98ab9159f51fd0297e236d, c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da c81e728d9d4c2f636f067f89cc14862c, a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c, ?"
"6, 16, 44, 126, 370, ?",1100,"1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc, a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc, eccbc87e4b5ce2fe28308fd9f2a7baf3 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da, ?"
"51, 77, 175, 250, 279, ?",413,"e4da3b7fbbce2345d7772b0674a318d5 c4ca4238a0b923820dcc509a6f75849b, 8f14e45fceea167a5a36dedd4bea2543 8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da, c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"2, 2, 5, 15.5, ?, 267.125",58.25,"c81e728d9d4c2f636f067f89cc14862c, c81e728d9d4c2f636f067f89cc14862c, e4da3b7fbbce2345d7772b0674a318d5, 15.5, ?, 267.125"
"219, 223, 232, 248, ?",273,"c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3, c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d, ?"
"10, 17.5, 32.5, 55, 85, ?",122.5,"c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, 17.5, 32.5, e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5, c9f0f895fb98ab9159f51fd0297e236d e4da3b7fbbce2345d7772b0674a318d5, ?"
"1, 7, 16, 30, 51, ?",81,"c4ca4238a0b923820dcc509a6f75849b, 8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc, eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da, e4da3b7fbbce2345d7772b0674a318d5 c4ca4238a0b923820dcc509a6f75849b, ?"
"0, 6, 24, 60, 120, ?",210,"cfcd208495d565ef66e7dff9f98764da, 1679091c5a880faf6fb5e6087eb1b2dc, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, ?"
"6, 6, 18, 90, 630, ?",5670,"1679091c5a880faf6fb5e6087eb1b2dc, 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, 45c48cce2e2d7fbdea1afc51c7c6ad26 cfcd208495d565ef66e7dff9f98764da, 1679091c5a880faf6fb5e6087eb1b2dc eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da, ?"
"27, 35, 47, 63, 83, ?",105,"c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543, eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5, a87ff679a2f3e71d9181a67b7542122c 8f14e45fceea167a5a36dedd4bea2543, 1679091c5a880faf6fb5e6087eb1b2dc eccbc87e4b5ce2fe28308fd9f2a7baf3, c9f0f895fb98ab9159f51fd0297e236d eccbc87e4b5ce2fe28308fd9f2a7baf3, ?"
"7, 12, 19, 31, 50, ?",79,"8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da, ?"
"2, 3, 8, 27, 112, ?",630,"c81e728d9d4c2f636f067f89cc14862c, eccbc87e4b5ce2fe28308fd9f2a7baf3, c9f0f895fb98ab9159f51fd0297e236d, c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, ?"
"30, 128, 346, 732, ?, 2200",1334,"eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d, eccbc87e4b5ce2fe28308fd9f2a7baf3 a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc, 8f14e45fceea167a5a36dedd4bea2543 eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c, ?, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da"
"16800, 4200, 1050, 262.5, ?, 16.40625",65.625,"c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da, 262.5, ?, 16.40625"
"156, 145, 123, 90, 46, ?",-9,"c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3, 45c48cce2e2d7fbdea1afc51c7c6ad26 cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc, ?"
"11, 12, 39, 164, 507, ?",1236,"c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc a87ff679a2f3e71d9181a67b7542122c, e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da 8f14e45fceea167a5a36dedd4bea2543, ?"
"120, 145, ?, 197, 224, 257",168,"c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, ?, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 8f14e45fceea167a5a36dedd4bea2543"
"5, 36, 191, 966, ?, 24216",4841,"e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 c4ca4238a0b923820dcc509a6f75849b, 45c48cce2e2d7fbdea1afc51c7c6ad26 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc, ?, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc"
"144, 153, 171, 207, 279, ?",423,"c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 c4ca4238a0b923820dcc509a6f75849b, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"76, 304, ?, 43776, 1094400, 39398400",2736,"8f14e45fceea167a5a36dedd4bea2543 1679091c5a880faf6fb5e6087eb1b2dc, eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da a87ff679a2f3e71d9181a67b7542122c, ?, a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3 8f14e45fceea167a5a36dedd4bea2543 8f14e45fceea167a5a36dedd4bea2543 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da 45c48cce2e2d7fbdea1afc51c7c6ad26 a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26 eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26 c9f0f895fb98ab9159f51fd0297e236d a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da"
"2, 18, 36, ?, 98, 146, 188",68,"2, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, ?, 45c48cce2e2d7fbdea1afc51c7c6ad26 c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d c9f0f895fb98ab9159f51fd0297e236d"
"94, 99, 108, 119, 130, ?, 144",139,"45c48cce2e2d7fbdea1afc51c7c6ad26 a87ff679a2f3e71d9181a67b7542122c, 45c48cce2e2d7fbdea1afc51c7c6ad26 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da, ?, 144"
"15, 15, 25, 58.33, ?, 641.66, 2780.55",175,"c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, 58.33, ?, 641.66, 2780.55"
"35, 65, ?, 725, 3605, 21605, 151205",185,"eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5, 65, ?, 8f14e45fceea167a5a36dedd4bea2543 c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5"
"131, 231, 341, 461, ?, 731",591,"c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, eccbc87e4b5ce2fe28308fd9f2a7baf3 a87ff679a2f3e71d9181a67b7542122c c4ca4238a0b923820dcc509a6f75849b, a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc c4ca4238a0b923820dcc509a6f75849b, ?, 8f14e45fceea167a5a36dedd4bea2543 eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b"
"81, 108, 124, 249, ?, 628",285,"c9f0f895fb98ab9159f51fd0297e236d c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c 45c48cce2e2d7fbdea1afc51c7c6ad26, ?, 1679091c5a880faf6fb5e6087eb1b2dc c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d"
"824, 568, 793, 597, 766, ?",622,"c9f0f895fb98ab9159f51fd0297e236d c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc c9f0f895fb98ab9159f51fd0297e236d, 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26 eccbc87e4b5ce2fe28308fd9f2a7baf3, e4da3b7fbbce2345d7772b0674a318d5 45c48cce2e2d7fbdea1afc51c7c6ad26 8f14e45fceea167a5a36dedd4bea2543, 8f14e45fceea167a5a36dedd4bea2543 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc, ?"
"10.5, 20, 39, 67.5, ?, 153",105.5,"10.5, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, 67.5, ?, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 eccbc87e4b5ce2fe28308fd9f2a7baf3"
"9, 31, 73, 141, 241, ?",379,"45c48cce2e2d7fbdea1afc51c7c6ad26, eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, 8f14e45fceea167a5a36dedd4bea2543 eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c c4ca4238a0b923820dcc509a6f75849b, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c c4ca4238a0b923820dcc509a6f75849b, ?"
"161, 159, 169, 227, 477, ?",1495,"c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc 45c48cce2e2d7fbdea1afc51c7c6ad26, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543, a87ff679a2f3e71d9181a67b7542122c 8f14e45fceea167a5a36dedd4bea2543 8f14e45fceea167a5a36dedd4bea2543, ?"
"33, 26.5, ?, 64.75, 139.5, 358.75",36.5,"eccbc87e4b5ce2fe28308fd9f2a7baf3 eccbc87e4b5ce2fe28308fd9f2a7baf3, 26.5, ?, 64.75, 139.5, 358.75"
"31, 17, 26, 64.5, ?, 1006.6",224.25,"eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc, 64.5, ?, 1006.6"
"16, 19, 26, 39, 62, ?",99,"c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, 1679091c5a880faf6fb5e6087eb1b2dc c81e728d9d4c2f636f067f89cc14862c, ?"
